requirement_id,standard_id,label,source,embedding_cosine_sim,embedding_cosine_sim_rank,bm25_score,bm25_score_rank,tfidf_cosine_sim,token_jaccard,technical_keyword_overlap_ratio,numeric_param_match_ratio,numeric_param_count_requirement,numeric_param_count_standard,ics_code_match,unit_overlap_ratio,rrf_score,rrf_rank,standard_status_current,standard_age_years,requirement_length_ratio,rrf_score_rank
req_037,IS_783_1985,1,synthetic,0.6638363804222238,1.0,4.078203694376367,1.0,0.6340375160171947,0.1249276508441693,0.1249276508441693,0.8403805538051425,4.0,4.0,0.0,0.2602558483495455,0.0314494013189115,7.0,1.0,41.0,3.2273033518000336,7.0
req_289,IS_1642_1989_H,0,synthetic,0.4034405589388473,2.0,1.9441264227030484,2.0,0.5476642404124097,0.3466655207047268,0.4283639785494166,0.6839720576205117,4.0,5.0,0.0,0.5533204976353439,0.03155891809346182,1.0,1.0,37.0,2.65392027166672,1.0
req_495,IS_3812_Part1_2013_H,0,synthetic,0.12790336667932428,1.0,1.0693892430187002,1.0,0.17459983238442411,0.07713318558969957,,0.007790065106403694,1.0,0.0,0.0,0.03456797963889348,0.031568052300746545,1.0,1.0,13.0,1.813422010735648,1.0
req_317,IS_1200_Part1_1992,1,synthetic,0.6860824391688785,1.0,6.003995750860688,1.0,0.3194022992511969,0.2366487127467718,0.2366487127467718,0.9984980747283267,3.0,3.0,0.0,0.0,0.0315157727199755,1.0,1.0,34.0,3.3903905414692463,1.0
req_307,IS_1200_Part1_1992_H,0,synthetic,0.14085094245147084,1.0,1.7836778605558608,2.0,0.41913737665136547,0.11620274826510654,0.16557074204024777,0.05614932947568436,4.0,2.0,0.0,0.12902511534131944,0.0326534547698915,2.0,1.0,34.0,2.0255133766945455,2.0
req_624,IS_875_Part5_1987_H,1,synthetic,0.2449955938677422,2.0,3.601871973252135,2.0,0.6476109821383463,0.2074264833802634,0.2181408366453671,0.44382057363944993,1.0,1.0,0.0,0.0,0.03219633503989591,2.0,1.0,39.0,2.0845114107182754,2.0
req_024,IS_2911_Part1_Sec1_2010_H,1,synthetic,0.14256960331572693,4.0,2.5307147835607107,2.0,0.3009064444620017,0.13669381819810192,0.07871600541533183,0.0037674900458149235,0.0,3.0,0.0,0.1728483203332785,0.03176749101003971,1.0,1.0,16.0,1.9402634296528052,1.0
req_565,IS_814_2004_H,0,synthetic,0.20574554143824564,1.0,1.34777719571995,1.0,0.33882988417194077,0.12764180412363693,0.06472243292427478,0.057827264656439704,0.0,0.0,0.0,0.015911122441210807,0.03233656853620536,2.0,1.0,22.0,1.815090864970408,2.0
req_029,IS_1489_Part1_2015,0,synthetic,0.2877979478634099,4.0,2.4022556114541858,4.0,0.4030407342590451,0.1601156732181185,0.1601156732181185,0.0,0.0,0.0,0.0,0.0,0.0319290997691485,4.0,1.0,11.0,2.559903615978479,4.0
req_052,IS_1200_Part1_1992_H,0,synthetic,0.11586603958575716,5.0,0.4320760557792933,7.0,0.397858653624167,0.11534885396009312,,,0.0,2.0,1.0,0.03993732716451208,0.03141216915289882,5.0,1.0,34.0,1.989860769503842,5.0
req_607,IS_1200_Part1_1992,0,synthetic,0.1108461305417038,2.0,0.7328199523355535,2.0,0.063030569287362,0.11132063935216,0.11132063935216,0.1355741591102046,1.0,2.0,0.0,0.2910938210820925,0.0327285000678504,1.0,1.0,34.0,3.2599394229218124,1.0
req_435,IS_2309_1989,0,synthetic,0.3053876421738746,1.0,1.7396540005373469,2.0,0.230220758090338,0.1214723869918129,0.1214723869918129,0.2043400434944501,3.0,2.0,0.0,0.0,0.0329730638954717,1.0,1.0,37.0,2.0095393678618976,1.0
req_008,IS_2911_Part1_Sec1_2010,0,manual,0.2052157777707148,6.0,0.8069801397824118,8.0,0.2961744388795461,0.1724137931034483,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0314980158730158,7.5,1.0,16.0,1.6779661016949152,7.5
req_271,IS_1893_Part1_2016,0,synthetic,0.2579288279304938,1.0,0.2760801064257269,2.0,0.3084323125844883,0.1779871183515585,0.1779871183515585,0.1290209824999159,3.0,0.0,0.0,0.0,0.03265483844956,1.0,1.0,10.0,2.18701593300384,1.0
req_587,IS_2212_1991,1,synthetic,0.4157484126167157,1.0,3.987556904002746,1.0,0.7311533654026021,0.3381278386416443,0.3381278386416443,0.9661318953429544,3.0,3.0,0.0,0.8265037539297891,0.0326092420777886,1.0,1.0,35.0,3.383468360003957,1.0
req_215,IS_1893_Part1_2016,1,synthetic,0.5031588256214814,1.0,5.911852315185781,1.0,0.374127925385769,0.2733518379981806,0.2733518379981806,0.6135442228845631,3.0,4.0,0.0,0.0,0.0321372589412484,1.0,1.0,10.0,1.391541215275471,1.0
req_550,IS_875_Part1_1987,0,synthetic,0.0566479157261791,2.0,2.366894587121491,1.0,0.226434121113912,0.139298372851156,0.139298372851156,0.2913279936194958,4.0,3.0,0.0,0.1167282047513805,0.0325739561999526,1.0,1.0,39.0,1.7322331015857595,1.0
req_023,IS_8329_2000_H,0,synthetic,0.19983051708304383,2.0,,,0.15578200428364514,0.1441806787675857,0.1393620278605862,0.010265866589032734,0.0,0.0,0.0,0.018021554184636517,0.03245884761632261,2.0,1.0,26.0,3.3054346579764786,2.0
req_128,IS_2074_1992,0,synthetic,0.2392368085868831,6.0,1.592408534045565,5.0,0.07217573232837,0.0300660875881974,0.0300660875881974,0.2639377507950552,1.0,1.0,0.0,0.0,0.0312410810570387,4.0,1.0,34.0,3.0604166357426834,4.0
req_252,IS_12269_2013_H,0,synthetic,0.1400739470568752,1.0,1.1995919283737386,1.0,0.28381217418318255,0.0536050372243302,0.0666040980997568,0.07258303476429175,1.0,2.0,0.0,0.21420251213629996,0.03208479109935981,2.0,1.0,13.0,2.957710754807866,2.0
req_082,IS_1536_2001_H,1,synthetic,0.5035563612314309,2.0,1.9017184416994628,3.0,0.31361961013559175,0.2022956690004797,0.17876657210981528,0.7001030614103241,1.0,1.0,0.0,0.0,0.03254118226222684,2.0,0.5,25.0,2.86736421232136,2.0
req_023,IS_1489_Part1_2015_H,0,synthetic,0.15284490549753596,6.0,1.2784143476984895,3.0,0.32235379868469144,0.13823317782217026,0.15341126841933966,0.03717747079906719,,0.0,0.0,0.0035017990995148173,0.03147699676935663,3.0,1.0,11.0,1.899098869377464,3.0
req_072,IS_456_2000,0,synthetic,0.1161995466125263,7.0,2.649744927745931,3.0,0.1223491103678494,0.0765529906151794,0.0765529906151794,0.0874344454740159,2.0,1.0,0.0,0.0,0.0321517585632499,3.0,1.0,26.0,1.819697097434347,3.0
req_036,IS_269_2015,0,synthetic,0.0277594677165006,6.0,0.6024345848072068,6.0,0.3164623305405902,0.1748930371071088,0.1748930371071088,0.2998717250632354,3.0,0.0,0.0,0.0,0.0310804633462892,6.0,1.0,11.0,3.0272317514695093,6.0
req_570,IS_1536_2001_H,0,synthetic,0.14911871472815,1.0,,,0.4015022698942179,0.1023891113041433,0.11908823128050865,0.04565716783133103,1.0,0.0,0.0,0.12694479419783955,0.03190762934290629,1.0,0.5,25.0,1.6791002410307823,1.0
req_072,IS_2212_1991,1,synthetic,0.3459236756481605,1.0,3.816557708767648,1.0,0.2965847343106874,0.4134203365968802,0.4134203365968802,0.8269237954870061,1.0,1.0,0.0,0.4516892226476107,0.031291869641293,6.0,1.0,35.0,1.6429373917839618,6.0
req_228,IS_1893_Part1_2016,0,synthetic,0.0511139317215108,2.0,2.5469962696257107,1.0,0.2378966887215418,0.1224098175921348,0.1224098175921348,0.1833969474876316,2.0,0.0,0.0,0.0,0.0327251515490481,1.0,1.0,10.0,3.3178830792796665,1.0
req_211,IS_73_2013_H,1,synthetic,0.16320149812365975,2.0,1.6243814113129125,1.0,0.2670212707511202,0.11119937137920088,0.09602926108368164,0.06847160924121073,1.0,2.0,0.0,0.011244372057638993,0.03215159784389376,2.0,1.0,13.0,1.780355265336442,2.0
req_467,IS_694_2010,0,synthetic,0.0279941464891499,2.0,1.3025821101424222,2.0,0.4364989854305409,0.1609227184576558,0.1609227184576558,0.0682629675896468,3.0,3.0,0.0,0.1681570743000449,0.0324423656704982,1.0,1.0,16.0,3.070324405109456,1.0
req_150,IS_875_Part1_1987,0,synthetic,0.2848108761611583,1.0,0.6279533089555086,2.0,0.2814335541455667,0.1056281581645677,0.1056281581645677,0.0238214752105248,2.0,2.0,0.0,0.0,0.0320946832191662,1.0,1.0,39.0,2.7064501913435253,1.0
req_532,IS_458_2003,1,synthetic,0.3250016057945035,1.0,5.134130988263125,1.0,0.7307643197787304,0.2851800758070395,0.2851800758070395,0.0,0.0,0.0,0.0,0.8223376227187682,0.0328106124179564,1.0,1.0,23.0,1.5962693415802702,1.0
req_021,IS_1077_1992,0,synthetic,0.3191977333967483,3.0,0.3442454729389392,7.0,0.2423414923047487,0.1560407883560728,0.1560407883560728,0.0,0.0,0.0,0.0,0.0,0.0318443199335993,3.0,1.0,34.0,1.3992901094570993,3.0
req_251,IS_1346_1991_H,0,synthetic,0.12247569915697046,1.0,1.277938752005595,1.0,0.2409417489103361,0.15988853985572393,0.15544814462732157,0.100770991827734,2.0,1.0,1.0,0.06959311456932288,0.032468627223572695,2.0,1.0,35.0,3.03501234191773,2.0
req_175,IS_875_Part2_1987_H,0,synthetic,0.15863743469316147,2.0,2.030723963466938,1.0,0.34723703207861945,0.08608234740565718,0.08340593910977351,0.28363899397780956,1.0,0.0,0.0,0.0962235846388812,0.03236125262615357,2.0,1.0,39.0,3.0675528747371157,2.0
req_071,IS_3043_2018,0,synthetic,0.2436369683764651,3.0,0.9356995698290674,6.0,0.0800511728167994,0.0617859207910406,0.0617859207910406,0.0,0.0,1.0,0.0,0.0,0.0321912173240885,1.0,1.0,8.0,3.5269632389236545,1.0
req_128,IS_2074_1992_H,1,synthetic,0.24701425378207842,4.0,1.5592284941485282,6.0,0.15901972135074957,0.06503110245429869,0.07148547915884405,0.20672903103304038,1.0,1.0,0.0,0.0,,,1.0,34.0,2.8497314563477496,
req_061,IS_73_2013,0,synthetic,0.1092843695830723,8.0,0.7736617916000459,7.0,0.1249838958904025,0.1468978867532354,0.1468978867532354,0.1046409522603919,1.0,2.0,0.0,0.0,0.0315469150735108,6.0,1.0,13.0,1.5364041484718804,6.0
req_552,IS_814_2004,0,synthetic,0.0277740022592429,2.0,0.4802369409969096,2.0,0.2522755624254407,0.1844376510463736,0.1844376510463736,0.0,0.0,1.0,0.0,0.0,0.0314291408508474,2.0,1.0,22.0,2.68791137949456,2.0
req_384,IS_2911_Part1_Sec2_2010_H,1,synthetic,0.16623490482770198,1.0,1.5076808442740213,1.0,0.1196037316447608,0.16301518007467122,0.17272495800155158,0.0521385222392151,2.0,1.0,0.0,0.0,0.031600204596961945,1.0,1.0,16.0,1.5620991526787722,1.0
req_070,IS_2309_1989_H,1,synthetic,0.3624132357366312,2.0,4.3018954671968075,2.0,0.5362410626897849,0.12129287908190062,0.07638998985645565,0.368478603667984,3.0,3.0,1.0,0.0,0.03203431727936083,5.0,1.0,37.0,1.6228735896101292,5.0
req_339,IS_694_2010_H,0,synthetic,,,0.6982309146715996,1.0,0.3629448770765395,0.08211275147924482,0.09189606853688523,0.05214610325752267,3.0,1.0,0.0,0.0,0.03167688489077545,1.0,1.0,16.0,2.6638183105476374,1.0
req_053,IS_875_Part5_1987_H,0,synthetic,0.29431816693820223,4.0,1.6267338198439272,7.0,0.3496815512934835,0.10155076988236787,0.10583257728308633,0.06475818511517964,0.0,2.0,0.0,0.01079412606398464,0.03188088081775218,5.0,1.0,39.0,2.226419287635253,5.0
req_103,IS_10262_2019,1,synthetic,0.6633132652686553,1.0,6.154824434929618,1.0,0.5738461093438458,0.3656937142457747,0.3656937142457747,0.8121511822501115,3.0,4.0,1.0,0.0,0.0319976572842052,5.0,1.0,7.0,2.496356216669848,5.0
req_135,IS_3043_2018_H,1,synthetic,0.2585776552648752,5.0,1.6595144955225545,5.0,0.3441992639171457,0.07711292059664136,0.07373253600397137,,,0.0,0.0,0.0,0.0316790495931805,6.0,1.0,8.0,2.790719948654573,6.0
req_321,IS_9595_1996,1,synthetic,0.0783540230184698,2.0,0.2625115854987158,2.0,0.2575131013123024,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0317460317460317,1.0,1.0,30.0,1.935185185185185,1.0
req_264,IS_814_2004_H,0,synthetic,0.16450902929724845,2.0,0.737799993445137,1.0,0.11440380966639586,0.13374940926380263,0.10034899696445387,0.06907134168143637,1.0,0.0,0.0,0.0,0.03198348352021579,1.0,1.0,22.0,2.8212353474157927,1.0
req_026,IS_2932_1974_H,1,synthetic,0.33525285719367015,2.0,3.7398865697315564,2.0,0.4243670469188804,0.11634833354506602,0.12276807986926729,0.7314906687860897,2.0,1.0,1.0,0.4679691104557147,0.03235993442668069,4.0,1.0,52.0,3.1803900954365445,4.0
req_630,IS_269_2015_H,1,synthetic,0.09127395568216344,1.0,2.015944500575954,2.0,0.36093826439692467,0.126930320820978,0.09702167084111404,0.1507621794049192,3.0,0.0,0.0,0.1783349702800777,0.03225270543226946,2.0,1.0,11.0,2.4118703598458144,2.0
req_490,IS_1642_1989_H,0,synthetic,0.0804376426188475,1.0,1.0928388193896224,1.0,0.26350053828615283,0.12970053623157396,0.13564737144616348,,4.0,1.0,0.0,0.0,0.03206515682124309,1.0,1.0,37.0,3.1152250164199824,1.0
req_630,IS_269_2015,0,synthetic,0.0345714816895715,2.0,2.61562860037021,1.0,0.3839146053783557,0.1069277534364667,0.1069277534364667,0.2075453137872093,3.0,0.0,0.0,0.2853354539344729,0.0323150436222634,1.0,1.0,11.0,2.674477818789596,1.0
req_155,IS_456_2000_H,1,synthetic,0.2254126391297946,1.0,1.470272487790235,1.0,0.319173732048578,0.1484655019292479,0.12062963866480175,0.013164408072298905,1.0,0.0,0.0,0.0,0.03218577499194877,2.0,1.0,26.0,1.9102818481738433,2.0
req_032,IS_1077_1992,0,synthetic,0.0237956450497559,6.0,1.1471674113992083,5.0,0.2409826990460674,0.0980342122386527,0.0980342122386527,0.212192593111823,1.0,2.0,0.0,0.0,0.0329309474624761,1.0,1.0,34.0,1.884693631510392,1.0
req_138,IS_694_2010_H,1,synthetic,0.21136153280486825,3.0,0.7971273808479183,5.0,0.253077976405801,0.06547386364852707,0.052355244457328684,0.02558723585081881,0.0,0.0,1.0,0.0,0.031963480526932875,4.0,1.0,16.0,2.5043859657870007,4.0
req_129,IS_2309_1989_H,1,synthetic,0.15784881101033113,5.0,1.0631287613285383,4.0,,0.16242857830082114,0.15027012741634646,0.05882688887569833,2.0,3.0,0.0,0.006135598647130351,0.03210533603684675,4.0,1.0,37.0,3.1822283033240777,4.0
req_109,IS_2074_1992,0,synthetic,0.3054619719032591,3.0,0.9678443231836936,8.0,0.3152311819698208,0.0622159127742656,0.0622159127742656,0.0209426654132871,1.0,3.0,0.0,0.1700514305958605,0.0323188445017587,3.0,1.0,34.0,2.8796266039669467,3.0
req_113,IS_1786_2008_H,0,synthetic,0.07988834133508796,7.0,1.6204643956782028,4.0,0.3438313399169312,0.12971593631020323,0.17890960604841447,0.05222535842113927,3.0,1.0,0.0,0.0,0.03218789002137667,8.0,1.0,18.0,1.9029663868314877,8.0
req_016,IS_9595_1996_H,1,manual,0.12353256949181128,5.0,0.6009083166069371,5.0,0.2986370785980086,0.1284875808194429,0.1407865676299421,0.0,0.0,0.0,0.0,0.03034989938816402,0.03174298497056419,6.0,1.0,30.0,2.08787794746399,6.0
req_398,IS_875_Part3_2015,0,synthetic,0.0288446879000874,2.0,1.897156812742296,1.0,0.1108509568506235,0.0586488990746048,0.0586488990746048,0.0,0.0,1.0,0.0,0.3091983296127691,0.0322383530976917,1.0,1.0,11.0,1.827594231226327,1.0
req_092,IS_1786_2008,0,synthetic,0.2545056982776384,5.0,0.2706787014839113,5.0,0.10135335103245,0.1219869068699191,0.1219869068699191,0.277478450027782,3.0,0.0,0.0,0.0,0.0315721857080977,5.0,1.0,18.0,2.508738680692904,5.0
req_266,IS_1536_2001_H,0,synthetic,0.14232836088713674,2.0,0.7220046049458044,1.0,0.3939661961476896,0.1839574798664239,0.11969588526804575,0.04053759700554959,0.0,0.0,0.0,0.0,0.031962402016088624,2.0,0.5,25.0,1.789537794143118,2.0
req_430,IS_3067_1988,1,synthetic,0.3706807926150013,1.0,5.566862542617262,1.0,0.5887963386480664,0.0907734312702404,0.0907734312702404,0.6317831576511556,1.0,1.0,0.0,0.754354718024516,0.0325945087676578,1.0,1.0,38.0,2.7672827185617512,1.0
req_105,IS_2062_2011,1,synthetic,0.3944433310538361,1.0,4.456795979130248,1.0,0.6882585062783357,0.3375675439568333,0.3375675439568333,0.0,0.0,1.0,0.0,0.96752647750887,0.0316253079617892,5.0,1.0,15.0,2.547492804202699,5.0
req_462,IS_1200_Part1_1992_H,1,synthetic,0.09582749048394791,1.0,1.229571875199162,1.0,,0.1425113801298807,0.16101390198442186,0.05201569016273137,3.0,3.0,0.0,0.21427501306694366,0.03254657831034753,2.0,1.0,34.0,,2.0
req_020,IS_875_Part1_1987,0,synthetic,0.2939408372556635,3.0,1.566463146713731,8.0,0.3343448509947801,0.0582727779297453,0.0582727779297453,0.2654049461660107,2.0,2.0,0.0,0.0,0.031279260639051,8.0,1.0,39.0,3.000724107915276,8.0
req_500,IS_2911_Part1_Sec2_2010,0,synthetic,0.2816500348718269,1.0,2.396990766312677,1.0,0.1311978241937224,0.1669855890074472,0.1669855890074472,0.0915572602015801,2.0,1.0,0.0,0.0,0.0310473288694029,2.0,1.0,16.0,1.7038550025701154,2.0
req_137,IS_3067_1988_H,1,synthetic,0.31790275717742367,2.0,4.358173463110474,2.0,0.4758331843234355,0.09675349860919245,0.10242859565056572,0.4924407870969489,1.0,1.0,0.0,0.47005349993733936,0.03247973755134488,4.0,1.0,38.0,2.6883382918186274,4.0
req_198,IS_3067_1988_H,1,synthetic,0.12651504065284194,1.0,1.7490454698264482,2.0,0.27228736999230907,0.06927493797760802,0.06261026972482389,0.17034819494235182,1.0,3.0,0.0,0.01070138979286397,0.03262128961875992,2.0,1.0,38.0,1.8800770584340798,2.0
req_334,IS_2074_1992_H,1,synthetic,0.3730583408145734,2.0,,,0.5650835340869462,0.20440371537871502,0.21067152137464293,0.05830969448199142,,0.0,0.0,0.5630809780219205,0.03254478038767934,2.0,1.0,34.0,2.5779400933964696,2.0
req_135,IS_9595_1996_H,0,synthetic,0.5457351125538009,2.0,2.964443140339656,2.0,0.3371307050876294,0.3080741220384096,0.3163364044682913,0.5859402939720886,1.0,0.0,0.0,0.4052604278677306,,,1.0,30.0,1.5118308284901618,
req_441,IS_1489_Part1_2015_H,0,synthetic,0.26278297670339584,2.0,2.115373167219438,2.0,0.3946238823543535,0.15663036361237404,0.1542815135241067,0.007305247567086708,0.0,0.0,0.0,0.0,0.0319692616638237,1.0,1.0,11.0,2.433259930646004,1.0
req_136,IS_458_2003,0,synthetic,0.1168465552521558,6.0,2.507959862276741,4.0,0.3763085443358371,0.156519557810711,0.156519557810711,0.0878498140070218,3.0,0.0,0.0,0.2431168034731803,0.0320541054668092,4.0,1.0,23.0,2.482918591746216,4.0
req_079,IS_1642_1989,0,synthetic,0.0839166354270578,6.0,2.082566183667006,5.0,0.4171565911084492,0.1308936822681271,0.1308936822681271,0.0260064100397965,2.0,0.0,0.0,0.2633559762917833,0.0317680638186862,4.0,1.0,37.0,3.513634469800171,4.0
req_290,IS_3495_Part1_1992_H,0,synthetic,0.1911522518479402,2.0,0.9728067807561518,2.0,0.28911836426827664,0.07531359788580108,0.0884975885450515,0.19787271382529487,4.0,0.0,0.0,0.0,0.031820957189463255,1.0,1.0,34.0,2.0041395250254204,1.0
req_199,IS_3034_1993_H,0,synthetic,0.215324453834469,2.0,1.6617771920386017,2.0,0.18795966852471532,0.05706194853207746,0.06478143258403768,0.044445566958906196,0.0,0.0,0.0,0.01180133337131471,0.032380364984956486,2.0,1.0,33.0,2.823019549145631,2.0
req_372,IS_1200_Part1_1992_H,0,synthetic,0.07064550662516408,1.0,1.3136170500409272,1.0,0.28918931562063116,,0.1877165668866875,0.12026519922394688,3.0,3.0,0.0,0.20688066734375127,0.032519849311529805,2.0,1.0,34.0,2.788892969764866,2.0
req_060,IS_1346_1991,0,synthetic,0.2524916905421273,3.0,2.5734847072070504,3.0,0.3978552606540513,0.1524507088283626,0.1524507088283626,0.0,0.0,0.0,0.0,0.0,0.0329962457368109,1.0,1.0,35.0,2.3741718108569927,1.0
req_084,IS_875_Part1_1987,1,synthetic,0.3168056133191564,1.0,6.706484367356492,1.0,0.3248615155291954,0.3649542494590727,0.3649542494590727,0.0,0.0,0.0,0.0,0.5871750608052413,0.0312414734741438,6.0,1.0,39.0,2.0919754979527863,6.0
req_527,IS_1201_1220_1978_H,1,synthetic,0.16924215179665075,1.0,1.8357803170947349,1.0,0.3553683061371587,0.11269990611243365,0.12540912637793303,0.08272296040991019,0.0,2.0,0.0,0.12763108948633084,,,1.0,48.0,2.5151402942643264,
req_476,IS_12269_2013_H,1,synthetic,0.479627103618705,2.0,1.8648321460355133,2.0,0.4743727995833456,0.19267872704482863,0.18773874908430815,0.5625548020848999,4.0,4.0,0.0,0.35133315848346547,0.0323531545237216,2.0,1.0,13.0,2.4601923129248964,2.0
req_294,IS_2062_2011,0,synthetic,0.2429460316589906,1.0,1.038490141619212,2.0,0.3939192985791676,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0325224748810153,1.0,1.0,15.0,2.943661971830986,1.0
req_067,IS_458_2003_H,0,synthetic,0.09509962663004251,6.0,1.4987649343680705,4.0,0.17871498345070463,0.07520198566485187,0.0530858967493301,0.15024139193017919,4.0,0.0,0.0,0.023986141946050255,0.03267912228155933,3.0,1.0,23.0,2.5296606633443686,3.0
req_145,IS_1536_2001_H,1,synthetic,0.45397722241641625,2.0,2.4346704712361866,2.0,0.31600075000961275,0.22223175271742554,0.23960280221676647,0.42080551338715144,4.0,4.0,1.0,0.019578097919592988,0.03176969568439356,1.0,0.5,25.0,2.814920363697035,1.0
req_574,IS_2212_1991_H,0,synthetic,0.18547599534112888,1.0,0.9957706530083597,1.0,,0.1277038586579416,0.16648511933487883,0.0,0.0,0.0,0.0,0.1915926986909355,0.032586890651820855,2.0,1.0,35.0,1.9143021024316358,2.0
req_559,IS_458_2003,0,synthetic,0.1593725759903062,2.0,-0.0171210695480172,2.0,0.3849001794597505,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0320020481310803,2.0,1.0,23.0,2.52,2.0
req_636,IS_1200_Part1_1992,0,synthetic,0.083721944488795,2.0,0.7039627204980752,2.0,0.0674199862463242,0.037037037037037,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0317460317460317,2.0,1.0,34.0,1.88,2.0
